player_id,player_name,team,opponent,position,market_family,current_overall_signal_score,challenger_overall_signal_score,signal_score_delta,current_signal_tier,challenger_signal_tier,tier_change,current_recommended_user_action,challenger_recommended_user_action,top_positive_driver_1,top_negative_driver_1,preview_flag,preview_notes
,B.Brooks,HOU,,RB,rushing,38.98,32.5,-6.48,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 15.2,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Trask,TB,CAR,QB,rushing,39.34,32.98,-6.36,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 16.0,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,S.Barkley,PHI,,RB,rushing,76.1,82.4,6.3,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 100.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Taylor,IND,,RB,rushing,76.1,82.4,6.3,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 100.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Murray,ARI,SF,QB,rushing,76.1,82.4,6.3,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 100.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Henry,BAL,,RB,rushing,75.94,82.19,6.25,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 99.6,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Robinson,ATL,,RB,rushing,75.74,81.92,6.18,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 99.2,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.Tune,ARI,SF,QB,rushing,24.5,18.35,-6.15,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 1.1,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Williams,LA,,RB,rushing,75.61,81.74,6.13,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 98.9,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Bagent,CHI,MIN,QB,rushing,40.06,33.94,-6.12,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 17.6,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Bridgewater,DET,WAS,QB,rushing,24.67,18.57,-6.1,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 1.5,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Mixon,HOU,,RB,rushing,75.38,81.44,6.06,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 98.4,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,M.White,BUF,NE,QB,rushing,24.83,18.8,-6.03,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 1.9,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Jacobs,GB,,RB,rushing,75.28,81.3,6.02,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 98.1,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Williams,CIN,,RB,rushing,40.35,34.33,-6.02,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 18.3,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Pollard,TEN,,RB,rushing,75.2,81.2,6.0,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 98.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Gibbs,DET,,RB,rushing,75.12,81.09,5.97,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 97.8,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,R.Dowdle,DAL,,RB,rushing,75.02,80.96,5.94,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 97.5,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.Williams,CHI,GB,QB,rushing,74.92,80.81,5.89,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 97.3,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Irving,TB,,RB,rushing,74.84,80.71,5.87,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 97.1,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Hoyer,LV,CHI,QB,rushing,40.84,34.99,-5.85,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 19.4,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Mayfield,TB,WAS,QB,rushing,74.77,80.62,5.85,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 97.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.Hubbard,CAR,,RB,rushing,74.79,80.64,5.85,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 97.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Swift,CHI,,RB,rushing,74.66,80.47,5.81,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 96.7,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Allen,SF,CHI,QB,rushing,25.48,19.67,-5.81,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 3.4,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Conner,ARI,,RB,rushing,74.63,80.43,5.8,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 96.6,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,S.Clifford,GB,MIN,QB,rushing,41.0,35.21,-5.79,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 19.8,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Allen,PIT,DAL,QB,rushing,25.65,19.89,-5.76,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 3.7,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,A.Kamara,NO,,RB,rushing,74.31,79.99,5.68,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 95.9,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,G.Holani,SEA,,RB,rushing,41.33,35.65,-5.68,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 20.5,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Cook,BUF,,RB,rushing,74.31,79.99,5.68,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 95.9,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,A.Jones,MIN,,RB,rushing,74.14,79.77,5.63,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 95.5,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Etienne,JAX,,RB,rushing,74.13,79.75,5.62,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 95.5,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Samuel,SF,,WR,rushing,73.88,79.41,5.53,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 94.9,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Dobbins,LAC,,RB,rushing,73.82,79.33,5.51,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 94.8,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Ridder,LV,LAC,QB,rushing,41.82,36.31,-5.51,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 21.6,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Walker,SEA,,RB,rushing,73.77,79.27,5.5,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 94.7,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Goff,DET,WAS,QB,rushing,73.73,79.22,5.49,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 94.6,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Allgeier,ATL,,RB,rushing,73.59,79.03,5.44,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 94.3,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Pickett,PHI,KC,QB,rushing,42.03,36.6,-5.43,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 22.1,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.McCaffrey,SF,,RB,rushing,73.49,78.89,5.4,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 94.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Brissett,NE,LAC,QB,rushing,42.14,36.75,-5.39,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 22.4,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Daniels,WAS,PHI,QB,rushing,73.45,78.84,5.39,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 93.9,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,R.White,TB,,RB,rushing,73.41,78.79,5.38,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 93.8,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Mills,HOU,TEN,QB,rushing,26.79,21.43,-5.36,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 6.3,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,N.Harris,PIT,,RB,rushing,73.33,78.67,5.34,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 93.7,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,S.Thompson,MIA,SEA,QB,rushing,26.95,21.65,-5.3,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 6.7,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Vaughn,SF,,RB,rushing,42.47,37.19,-5.28,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 23.1,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Bigsby,JAX,,RB,rushing,73.05,78.3,5.25,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 93.0,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Boyle,NYG,BAL,QB,rushing,27.28,22.08,-5.2,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 7.5,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.Brown,CIN,,RB,rushing,72.87,78.06,5.19,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 92.6,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,M.Penix,ATL,CAR,QB,rushing,42.75,37.56,-5.19,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 23.8,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Ingram,KC,,RB,rushing,42.8,37.63,-5.17,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 23.9,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Montgomery,DET,,RB,rushing,72.84,78.01,5.17,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 92.5,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,M.Trubisky,BUF,DEN,QB,rushing,42.93,37.8,-5.13,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 24.2,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Haener,NO,WAS,QB,rushing,27.44,22.31,-5.13,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 7.8,BIG_DOWNGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Hall,NYJ,,RB,rushing,72.67,77.79,5.12,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 92.2,role and availability context: 35.0,BIG_UPGRADE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Taylor,NYJ,BUF,QB,rushing,42.96,37.84,-5.12,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 24.2,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.McKee,PHI,NYG,QB,rushing,43.11,38.04,-5.07,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 24.6,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,E.Gray,NYG,,RB,rushing,43.08,38.01,-5.07,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 24.5,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,A.Shampklin,PIT,,RB,rushing,43.29,38.29,-5.0,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 25.0,BIG_DOWNGRADE|TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Hasty,NE,,RB,rushing,43.45,38.5,-4.95,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 25.4,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,D.Achane,MIA,,RB,rushing,72.18,77.13,4.95,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 91.0,role and availability context: 35.0,NO_MEANINGFUL_CHANGE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Stidham,DEN,KC,QB,rushing,43.47,38.53,-4.94,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 25.4,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,G.Brightwell,CLE,,RB,rushing,43.49,38.56,-4.93,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 25.5,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,R.Stevenson,NE,,RB,rushing,72.02,76.91,4.89,STRONG_SIGNAL,STRONG_SIGNAL,NO_TIER_CHANGE,STRONG_SIGNAL,STRONG_SIGNAL,projection strength: 90.7,role and availability context: 35.0,NO_MEANINGFUL_CHANGE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Robinson,WAS,,RB,rushing,71.86,76.7,4.84,GOOD_SIGNAL,STRONG_SIGNAL,TIER_UPGRADE,GOOD_SIGNAL,STRONG_SIGNAL,projection strength: 90.3,role and availability context: 35.0,TIER_UPGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.Schrader,LA,,RB,rushing,43.76,38.93,-4.83,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 26.1,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Mason,SF,,RB,rushing,71.69,76.48,4.79,GOOD_SIGNAL,STRONG_SIGNAL,TIER_UPGRADE,GOOD_SIGNAL,STRONG_SIGNAL,projection strength: 89.9,role and availability context: 35.0,TIER_UPGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,M.Gordon,BAL,,RB,rushing,71.61,76.37,4.76,GOOD_SIGNAL,STRONG_SIGNAL,TIER_UPGRADE,GOOD_SIGNAL,STRONG_SIGNAL,projection strength: 89.8,role and availability context: 35.0,TIER_UPGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,C.Keenum,HOU,CLE,QB,rushing,44.0,39.25,-4.75,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 26.6,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,K.Hunt,KC,,RB,rushing,71.53,76.26,4.73,GOOD_SIGNAL,STRONG_SIGNAL,TIER_UPGRADE,GOOD_SIGNAL,STRONG_SIGNAL,projection strength: 89.5,role and availability context: 35.0,TIER_UPGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,J.Ward,PIT,,RB,rushing,44.1,39.39,-4.71,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 26.9,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,S.Howell,SEA,GB,QB,rushing,44.18,39.48,-4.7,WATCH,REVIEW,TIER_DOWNGRADE,WATCHLIST,PRIORITY_REVIEW,usage foundation: 66.7,projection strength: 27.0,TIER_DOWNGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,L.Jackson,BAL,BUF,QB,rushing,71.44,76.13,4.69,GOOD_SIGNAL,STRONG_SIGNAL,TIER_UPGRADE,GOOD_SIGNAL,STRONG_SIGNAL,projection strength: 89.3,role and availability context: 35.0,TIER_UPGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,B.Zappe,CLE,BAL,QB,rushing,28.75,24.06,-4.69,REVIEW,REVIEW,NO_TIER_CHANGE,PRIORITY_REVIEW,PRIORITY_REVIEW,data quality: 65.7,projection strength: 10.8,NO_MEANINGFUL_CHANGE,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
,T.Tracy,NYG,,RB,rushing,71.37,76.04,4.67,GOOD_SIGNAL,STRONG_SIGNAL,TIER_UPGRADE,GOOD_SIGNAL,STRONG_SIGNAL,projection strength: 89.2,role and availability context: 35.0,TIER_UPGRADE|ACTION_CHANGED,RESEARCH_ONLY challenger preview; production signal boards remain current_v1.
