player_id,player_name,team,opponent,position,market_family,receptions_projection,receiving_yards_projection,rushing_yards_projection,carries_projection,pass_attempts_projection,completions_projection,passing_yards_projection,overall_signal_score,signal_tier,recommended_user_action,projection_score,usage_foundation_score,recent_form_score,opponent_fit_score,game_script_score,role_availability_score,volatility_score,data_quality_score,signal_explanation,top_positive_driver_1,top_negative_driver_1
,D.Moore,CHI,,WR,receiving,4.365922746194562,49.38647295358126,,,,,,75.62,STRONG_SIGNAL,STRONG_SIGNAL,98.91,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.6. Main support: projection strength: 98.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.9,role and availability context: 35.0
,K.Williams,LA,,RB,receiving,1.4826477710892152,10.635705427079422,76.13318386342063,5.335681533737034,,,,75.61,STRONG_SIGNAL,STRONG_SIGNAL,98.88,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.6. Main support: projection strength: 98.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.9,role and availability context: 35.0
,K.Williams,LA,,RB,rushing,1.4826477710892152,10.635705427079422,76.13318386342063,5.335681533737034,,,,75.61,STRONG_SIGNAL,STRONG_SIGNAL,98.88,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.6. Main support: projection strength: 98.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.9,role and availability context: 35.0
,T.Shavers,BUF,,WR,receiving,2.2643188594511177,54.22423265330352,,,,,,75.6,STRONG_SIGNAL,STRONG_SIGNAL,98.85,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.6. Main support: projection strength: 98.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.8,role and availability context: 35.0
,D.Adams,NYJ,,WR,receiving,4.255672653092286,53.007491833515786,,,,,,75.48,STRONG_SIGNAL,STRONG_SIGNAL,98.59,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.5. Main support: projection strength: 98.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.6,role and availability context: 35.0
,T.McLaurin,WAS,,WR,receiving,4.224984020211031,51.75990911384698,,,,,,75.42,STRONG_SIGNAL,STRONG_SIGNAL,98.44,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.4. Main support: projection strength: 98.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.4,role and availability context: 35.0
,Ja.Williams,DET,,WR,receiving,3.2876504129669515,52.54520537492522,,,,,,75.38,STRONG_SIGNAL,STRONG_SIGNAL,98.36,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.4. Main support: projection strength: 98.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.4,role and availability context: 35.0
,J.Mixon,HOU,,RB,receiving,1.129173157633951,10.668431682509429,67.86122304953706,9.958632501037004,,,,75.38,STRONG_SIGNAL,STRONG_SIGNAL,98.36,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.4. Main support: projection strength: 98.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.4,role and availability context: 35.0
,J.Mixon,HOU,,RB,rushing,1.129173157633951,10.668431682509429,67.86122304953706,9.958632501037004,,,,75.38,STRONG_SIGNAL,STRONG_SIGNAL,98.36,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.4. Main support: projection strength: 98.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.4,role and availability context: 35.0
00-0034855,B.Mayfield,TB,WAS,QB,passing,,,,,,,216.945150159937,75.36,STRONG_SIGNAL,STRONG_SIGNAL,96.3,33.33,99.34,68.52,,35,55,79.0,STRONG_SIGNAL at 75.4. Main support: recent form: 99.3; projection strength: 96.3. Main caution: usage foundation: 33.3; role and availability context: 35.0.,recent form: 99.3,usage foundation: 33.3
,D.Bell,CLE,,WR,receiving,4.151085424530824,43.60161913549275,,,,,,75.35,STRONG_SIGNAL,STRONG_SIGNAL,98.28,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.3. Main support: projection strength: 98.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.3,role and availability context: 35.0
,J.Jennings,SF,,WR,receiving,4.117754558138258,52.41403014396274,,,,,,75.31,STRONG_SIGNAL,STRONG_SIGNAL,98.2,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.3. Main support: projection strength: 98.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.2,role and availability context: 35.0
,J.Jacobs,GB,,RB,receiving,1.200644169911691,12.449262244113166,69.692593594386,7.395037398519733,,,,75.28,STRONG_SIGNAL,STRONG_SIGNAL,98.13,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.3. Main support: projection strength: 98.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.1,role and availability context: 35.0
,J.Jacobs,GB,,RB,rushing,1.200644169911691,12.449262244113166,69.692593594386,7.395037398519733,,,,75.28,STRONG_SIGNAL,STRONG_SIGNAL,98.13,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.3. Main support: projection strength: 98.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.1,role and availability context: 35.0
,M.Evans,TB,,WR,receiving,4.114159134071059,51.191984280767855,,,,,,75.21,STRONG_SIGNAL,STRONG_SIGNAL,97.97,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.2. Main support: projection strength: 98.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.0,role and availability context: 35.0
,T.Pollard,TEN,,RB,receiving,1.0045870587744048,7.493128150666385,59.43814206292419,9.934639469149408,,,,75.2,STRONG_SIGNAL,STRONG_SIGNAL,97.95,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.2. Main support: projection strength: 98.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.0,role and availability context: 35.0
,T.Pollard,TEN,,RB,rushing,1.0045870587744048,7.493128150666385,59.43814206292419,9.934639469149408,,,,75.2,STRONG_SIGNAL,STRONG_SIGNAL,97.95,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.2. Main support: projection strength: 98.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 98.0,role and availability context: 35.0
,N.Collins,HOU,,WR,receiving,3.4655037579844,51.36961446257547,,,,,,75.17,STRONG_SIGNAL,STRONG_SIGNAL,97.87,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.2. Main support: projection strength: 97.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.9,role and availability context: 35.0
,M.Nabers,NYG,,WR,receiving,4.059343309199105,47.31450216331351,,,,,,75.14,STRONG_SIGNAL,STRONG_SIGNAL,97.81,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.1. Main support: projection strength: 97.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.8,role and availability context: 35.0
,J.Gibbs,DET,,RB,receiving,2.1787404158944845,18.903761407201777,69.53462764660152,6.177847928971912,,,,75.12,STRONG_SIGNAL,STRONG_SIGNAL,97.76,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.1. Main support: projection strength: 97.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.8,role and availability context: 35.0
,J.Gibbs,DET,,RB,rushing,2.1787404158944845,18.903761407201777,69.53462764660152,6.177847928971912,,,,75.12,STRONG_SIGNAL,STRONG_SIGNAL,97.76,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.1. Main support: projection strength: 97.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.8,role and availability context: 35.0
,J.Smith-Njigba,SEA,,WR,receiving,4.03912270111702,47.33157115224156,,,,,,75.08,STRONG_SIGNAL,STRONG_SIGNAL,97.66,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.1. Main support: projection strength: 97.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.7,role and availability context: 35.0
,R.Dowdle,DAL,,RB,receiving,1.0851278547673535,8.790320539036735,53.396619306822274,9.510990683979092,,,,75.02,STRONG_SIGNAL,STRONG_SIGNAL,97.54,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.0. Main support: projection strength: 97.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.5,role and availability context: 35.0
,R.Dowdle,DAL,,RB,rushing,1.0851278547673535,8.790320539036735,53.396619306822274,9.510990683979092,,,,75.02,STRONG_SIGNAL,STRONG_SIGNAL,97.54,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.0. Main support: projection strength: 97.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.5,role and availability context: 35.0
,B.Aiyuk,SF,,WR,receiving,3.3601222934759205,50.60863510469353,,,,,,75.02,STRONG_SIGNAL,STRONG_SIGNAL,97.54,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.0. Main support: projection strength: 97.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.5,role and availability context: 35.0
,J.Meyers,LV,,WR,receiving,3.900924662551004,47.24775860148862,,,,,,75.01,STRONG_SIGNAL,STRONG_SIGNAL,97.5,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.0. Main support: projection strength: 97.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.5,role and availability context: 35.0
,J.Addison,MIN,,WR,receiving,3.74291343637547,49.84667597487271,,,,,,74.95,STRONG_SIGNAL,STRONG_SIGNAL,97.38,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 75.0. Main support: projection strength: 97.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.4,role and availability context: 35.0
,S.Diggs,HOU,,WR,receiving,3.88928212618192,44.18150987212473,,,,,,74.94,STRONG_SIGNAL,STRONG_SIGNAL,97.34,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.9. Main support: projection strength: 97.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.3,role and availability context: 35.0
,C.Williams,CHI,GB,QB,rushing,,,25.75424542269534,2.867948587606745,30.41695015325381,18.4865441378234,,74.92,STRONG_SIGNAL,STRONG_SIGNAL,97.3,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.9. Main support: projection strength: 97.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.3,role and availability context: 35.0
,C.Williams,CHI,GB,QB,passing,,,25.75424542269534,2.867948587606745,30.41695015325381,18.4865441378234,,74.92,STRONG_SIGNAL,STRONG_SIGNAL,97.3,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.9. Main support: projection strength: 97.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.3,role and availability context: 35.0
,W.Robinson,NYG,,WR,receiving,3.860322728810054,32.1056895907056,,,,,,74.87,STRONG_SIGNAL,STRONG_SIGNAL,97.19,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.9. Main support: projection strength: 97.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.2,role and availability context: 35.0
,B.Irving,TB,,RB,receiving,1.539463684615087,13.04197461549636,57.32188876290047,8.649815168553095,,,,74.84,STRONG_SIGNAL,STRONG_SIGNAL,97.13,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.1,role and availability context: 35.0
,B.Irving,TB,,RB,rushing,1.539463684615087,13.04197461549636,57.32188876290047,8.649815168553095,,,,74.84,STRONG_SIGNAL,STRONG_SIGNAL,97.13,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.1,role and availability context: 35.0
,A.Gould,IND,,WR,receiving,2.3382367065158456,49.282563794125295,,,,,,74.81,STRONG_SIGNAL,STRONG_SIGNAL,97.05,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.0,role and availability context: 35.0
,C.Godwin,TB,,WR,receiving,3.855401322202437,46.46567505604498,,,,,,74.8,STRONG_SIGNAL,STRONG_SIGNAL,97.03,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.0,role and availability context: 35.0
,C.Hubbard,CAR,,RB,receiving,1.4786788225054175,9.34905577315836,67.60016897539725,8.479818811072214,,,,74.79,STRONG_SIGNAL,STRONG_SIGNAL,97.01,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.0,role and availability context: 35.0
,C.Hubbard,CAR,,RB,rushing,1.4786788225054175,9.34905577315836,67.60016897539725,8.479818811072214,,,,74.79,STRONG_SIGNAL,STRONG_SIGNAL,97.01,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.0,role and availability context: 35.0
,B.Mayfield,TB,WAS,QB,rushing,,,19.460001286116217,2.742167396805231,28.574253190116945,21.056661495149434,,74.77,STRONG_SIGNAL,STRONG_SIGNAL,96.97,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.0,role and availability context: 35.0
,B.Mayfield,TB,WAS,QB,passing,,,19.460001286116217,2.742167396805231,28.574253190116945,21.056661495149434,,74.77,STRONG_SIGNAL,STRONG_SIGNAL,96.97,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.8. Main support: projection strength: 97.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 97.0,role and availability context: 35.0
,R.Pearsall,SF,,WR,receiving,3.752253231055675,48.28976342293925,,,,,,74.74,STRONG_SIGNAL,STRONG_SIGNAL,96.89,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.7. Main support: projection strength: 96.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.9,role and availability context: 35.0
,D.Brown,WAS,,WR,receiving,3.841183666562065,47.97751977738512,,,,,,74.73,STRONG_SIGNAL,STRONG_SIGNAL,96.88,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.7. Main support: projection strength: 96.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.9,role and availability context: 35.0
,D.Swift,CHI,,RB,receiving,1.3875615820534035,13.452248254810913,53.80470394801723,8.525546005271234,,,,74.66,STRONG_SIGNAL,STRONG_SIGNAL,96.72,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.7. Main support: projection strength: 96.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.7,role and availability context: 35.0
,D.Swift,CHI,,RB,rushing,1.3875615820534035,13.452248254810913,53.80470394801723,8.525546005271234,,,,74.66,STRONG_SIGNAL,STRONG_SIGNAL,96.72,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.7. Main support: projection strength: 96.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.7,role and availability context: 35.0
,K.Allen,CHI,,WR,receiving,3.812343086402927,43.80548476224246,,,,,,74.66,STRONG_SIGNAL,STRONG_SIGNAL,96.72,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.7. Main support: projection strength: 96.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.7,role and availability context: 35.0
,J.Conner,ARI,,RB,receiving,1.912928202970164,15.322258095428412,61.15107007352755,6.2613690922643,,,,74.63,STRONG_SIGNAL,STRONG_SIGNAL,96.64,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.6. Main support: projection strength: 96.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.6,role and availability context: 35.0
,J.Conner,ARI,,RB,rushing,1.912928202970164,15.322258095428412,61.15107007352755,6.2613690922643,,,,74.63,STRONG_SIGNAL,STRONG_SIGNAL,96.64,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.6. Main support: projection strength: 96.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.6,role and availability context: 35.0
,J.Cowing,SF,,WR,receiving,2.5173977820906464,47.7152835748244,,,,,,74.59,STRONG_SIGNAL,STRONG_SIGNAL,96.56,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.6. Main support: projection strength: 96.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.6,role and availability context: 35.0
,T.McBride,ARI,,TE,receiving,3.778743347250189,38.95393692574317,,,,,,74.59,STRONG_SIGNAL,STRONG_SIGNAL,96.56,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.6. Main support: projection strength: 96.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.6,role and availability context: 35.0
,B.Johnson,PIT,,WR,receiving,3.761026139323402,43.08181099156558,,,,,,74.53,STRONG_SIGNAL,STRONG_SIGNAL,96.41,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.5. Main support: projection strength: 96.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.4,role and availability context: 35.0
,A.Pierce,IND,,WR,receiving,2.377318139866354,47.38884569464508,,,,,,74.52,STRONG_SIGNAL,STRONG_SIGNAL,96.39,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.5. Main support: projection strength: 96.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.4,role and availability context: 35.0
,R.Shaheed,NO,,WR,receiving,2.952252357578107,47.319085422039215,,,,,,74.38,STRONG_SIGNAL,STRONG_SIGNAL,96.07,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.4. Main support: projection strength: 96.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 96.1,role and availability context: 35.0
,A.Thielen,CAR,,WR,receiving,3.5662253687004903,45.48731110037458,,,,,,74.32,STRONG_SIGNAL,STRONG_SIGNAL,95.94,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.3. Main support: projection strength: 95.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 95.9,role and availability context: 35.0
,J.Cook,BUF,,RB,receiving,1.090350240105766,10.5096278995268,58.52578684087519,8.302932565854961,,,,74.31,STRONG_SIGNAL,STRONG_SIGNAL,95.9,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.3. Main support: projection strength: 95.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 95.9,role and availability context: 35.0
,J.Cook,BUF,,RB,rushing,1.090350240105766,10.5096278995268,58.52578684087519,8.302932565854961,,,,74.31,STRONG_SIGNAL,STRONG_SIGNAL,95.9,66.67,50.07,,,35,55,65.7,STRONG_SIGNAL at 74.3. Main support: projection strength: 95.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 95.9,role and availability context: 35.0
