season,week,player_id,player_name,team,opponent,position,opp_allowed_targets_to_position,opp_allowed_receptions_to_position,opp_allowed_rec_yards_to_position,opp_allowed_rec_yards_per_game_to_position,opp_receiving_fit_score,defense_fit_sample_games,opp_allowed_carries_to_position,opp_allowed_rush_yards_to_position,opp_allowed_rush_yards_per_game_to_position,opp_rushing_fit_score,opp_allowed_pass_attempts,opp_allowed_completions,opp_allowed_passing_yards,opp_allowed_passing_yards_per_game,opp_passing_fit_score,defense_fit_reliability,opp_receiving_fit_reliability,opp_rushing_fit_reliability,opp_passing_fit_reliability,defense_fit_notes
2025,1,,A.St. Brown,DET,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Moore,CHI,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,K.Williams,LA,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Shavers,BUF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Adams,NYJ,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.McLaurin,WAS,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,Ja.Williams,DET,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Mixon,HOU,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,00-0034855,B.Mayfield,TB,WAS,QB,,,,,,37.0,4.405405405405405,18.243243243243242,18.243243243243242,62.26,31.864864864864863,20.56756756756757,239.05405405405406,239.05405405405406,62.5,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,D.Bell,CLE,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Jennings,SF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Jacobs,GB,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Evans,TB,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Pollard,TEN,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,N.Collins,HOU,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Nabers,NYG,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Gibbs,DET,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Smith-Njigba,SEA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,R.Dowdle,DAL,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Aiyuk,SF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Meyers,LV,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Addison,MIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,S.Diggs,HOU,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Williams,CHI,GB,QB,,,,,,37.0,4.675675675675675,20.81081081081081,20.81081081081081,71.7,32.62162162162162,21.62162162162162,231.02702702702703,231.02702702702703,37.5,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,W.Robinson,NYG,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Irving,TB,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Gould,IND,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Godwin,TB,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Hubbard,CAR,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Mayfield,TB,WAS,QB,,,,,,37.0,4.405405405405405,18.243243243243242,18.243243243243242,62.26,31.864864864864863,20.56756756756757,239.05405405405406,239.05405405405406,62.5,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,R.Pearsall,SF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Brown,WAS,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Swift,CHI,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,K.Allen,CHI,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Conner,ARI,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Cowing,SF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.McBride,ARI,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Johnson,PIT,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Pierce,IND,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,R.Shaheed,NO,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Thielen,CAR,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Cook,BUF,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Kamara,NO,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,G.Wilson,NYJ,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Hill,MIA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Nailor,MIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Jones,MIN,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Etienne,JAX,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.London,ATL,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Lamb,DAL,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Martin,TEN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Downs,IND,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,00-0033106,J.Goff,DET,WAS,QB,,,,,,37.0,4.405405405405405,18.243243243243242,18.243243243243242,62.26,31.864864864864863,20.56756756756757,239.05405405405406,239.05405405405406,62.5,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,J.Palmer,LAC,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Samuel,SF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Washington,MIA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Dobbins,LAC,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,R.Rice,KC,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,K.Walker,SEA,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Goff,DET,WAS,QB,,,,,,37.0,4.405405405405405,18.243243243243242,18.243243243243242,62.26,31.864864864864863,20.56756756756757,239.05405405405406,239.05405405405406,62.5,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,N.Brown,WAS,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Pittman,IND,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,G.Pickens,PIT,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Njoku,CLE,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Allgeier,ATL,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Harrison,ARI,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Smith,MIA,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,K.Pryor,CIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.McCaffrey,SF,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Daniels,WAS,PHI,QB,,,,,,39.0,3.871794871794872,19.871794871794872,19.871794871794872,69.81,35.56410256410256,22.564102564102566,235.94871794871796,235.94871794871796,50.0,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,K.Shakir,BUF,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,R.White,TB,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Valdes-Scantling,NO,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,N.Harris,PIT,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.White,SEA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Tillman,CLE,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Coker,CAR,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,G.Kittle,SF,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Bowers,LV,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Bigsby,JAX,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Olave,NO,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Brown,CIN,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Montgomery,DET,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Gesicki,CIN,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Sutton,DEN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,Q.Johnston,LAC,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Hall,NYJ,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,E.Engram,JAX,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Waddle,MIA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,P.Freiermuth,PIT,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Metcalf,SEA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,00-0035228,K.Murray,ARI,SF,QB,,,,,,37.0,4.1891891891891895,18.2972972972973,18.2972972972973,63.52,33.945945945945944,22.37837837837838,222.2972972972973,222.2972972972973,25.0,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,X.Worthy,KC,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Achane,MIA,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Burton,CIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Jones,CIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,L.Bowden,NO,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,R.Stevenson,NE,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,G.Dortch,ARI,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Perry,NO,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Sherfield,MIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Mims,DEN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,B.Robinson,WAS,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,Z.Ertz,WAS,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Hill,NO,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,D.Eskridge,MIA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,A.Iosivas,CIN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.Mason,SF,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Kupp,LA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,M.Gordon,BAL,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,00-0039918,C.Williams,CHI,GB,QB,,,,,,37.0,4.675675675675675,20.81081081081081,20.81081081081081,71.7,32.62162162162162,21.62162162162162,231.02702702702703,231.02702702702703,37.5,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,C.Ridley,TEN,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,K.Hunt,KC,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,R.Moore,ARI,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,C.Watson,GB,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,S.LaPorta,DET,,TE,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,K.Boutte,NE,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,L.Jackson,BAL,BUF,QB,,,,,,39.0,4.076923076923077,19.46153846153846,19.46153846153846,67.3,32.41025641025641,21.692307692307693,226.7948717948718,226.7948717948718,31.25,HIGH,MISSING,HIGH,HIGH,Shrinkage applied to historical allowed stats.
2025,1,,T.Tracy,NYG,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,P.Washington,JAX,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,T.Atwell,LA,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.McClellan,ATL,,RB,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
2025,1,,J.McMillan,TB,,WR,,,,,,,,,,,,,,,,MISSING,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.
